num,x,y
106,50.6516,83.763
107,39.0986,99.378
108,111.3946,36.93
109,78.6786,123.484
110,84.7282,64.052
111,82.7509,51.028
112,85.4663,63.835
113,1.6836,77.191
114,27.9888,49.848
115,29.723,55.89
116,0,81.535
117,52.3861,35.363
118,113.4328,58.061
119,17.9927,20.788
120,49.7063,29.107
121,8.4536,96.109
122,99.965,115.581
123,54.436,130.804
124,32.6355,80.869
125,133.163,59.858
126,43.2165,74.946
127,29.9332,65.536
128,100.8137,92.067
129,97.3565,128.25
130,65.6706,112.393
131,52.2627,39.7
132,63.5383,109.411
133,52.876,91.038
134,81.1317,74.059
135,87.7414,112.319
136,71.8185,108.964
137,80.6786,115.862
138,68.1602,105.674
139,42.9784,95.489
140,117.0854,117.5
141,54.5573,35.504
142,64.4824,89.244
143,128.194,76.511
144,102.8915,32.616
145,102.0793,97.748
146,130.137,64.873
147,74.8381,15.794
148,61.9322,6.926
149,93.8469,41.032
150,106.7881,76.262
151,133.4113,80.665
152,80.6897,105.522
153,126.8695,65.386
154,12.4561,103.702
155,31.1046,119.032
156,119.9345,53.027
157,58.6674,83.231
158,24.5768,114.829
159,115.7512,92.423
160,125.8529,81.199
161,39.1075,50.545
162,53.7498,45.112
163,54.479,120.613
164,33.7592,116.654
165,84.9639,0.361
166,51.7547,11.606
167,113.7898,43.017
168,100.563,75.566
169,103.7207,90.491
170,66.754,112.513
171,105.7691,9.519
172,32.3351,27.866
173,88.5766,49.609
174,54.1518,105.388
175,75.57,2.775
176,3.3641,80.69
177,74.1385,104.724
178,28.283,60.079
179,10.6756,48.477
180,14.4816,100.14
181,41.8434,86.178
182,53.1672,4.913
183,60.8476,39.979
184,59.0181,112.328
185,100.064,16.896
186,121.7961,29.413
187,122.9252,47.983
188,30.3716,76.65
189,60.1981,126.088
190,71.8694,136.818
191,84.648,1.803
192,12.8439,78.923
193,115.0866,110.781
194,3.0509,47.26
195,61.387,31.1
196,106.7488,121.497
197,18.5825,20.569
198,90.4051,84.651
199,21.9298,105.667
200,121.1731,78.631
201,44.3879,125.017
202,40.8272,104.34
203,70.7997,36.998
204,115.7938,39.044
205,102.7226,30.518
206,8.4341,89.102
207,93.3222,2.429
208,64.9136,83.893
209,10.8792,98.534
210,54.9413,81.461
211,127.0741,82.942
212,71.8812,7.184
213,63.8769,65.812
214,105.6451,60.022
215,19.537,56.687
216,60.0337,112.665
217,67.9667,116.859
218,85.4409,69.333
219,23.5166,85.122
220,79.9173,38.348
221,120.2929,34.038
222,108.5187,85.674
223,16.4779,39.924
224,32.9457,73.119
225,4.1496,63.609
226,27.2851,92.563
227,16.0198,64.919
228,80.4463,129.416
229,27.704,115.853
230,68.1617,42.825
231,79.3129,134.645
232,14.324,111.089
233,87.5541,44.014
234,111.9395,118.514
235,38.9391,69.668
236,15.8924,39.451
237,9.7011,80.115
238,122.6679,82.873
239,27.6414,32.128
240,59.5985,52.26
241,30.4469,62.369
242,127.8916,100.283
243,87.9015,5.114
244,75.1915,112.657
245,48.5393,87.109
246,26.1423,110.703
247,68.7436,78.824
248,104.1216,19.011
249,42.2512,88.034
250,60.1324,93.681
251,54.065,33.008
252,97.3186,15.177
253,93.3676,52.222
254,40.8451,106.593
255,59.2515,50.723
256,45.9322,6.024
257,90.5522,13.408
258,134.5714,73.748
259,108.9065,16.952
260,38.1423,32.193
261,111.3767,14.453
262,65.4523,84.506
263,56.5749,40.012
264,61.246,60.054
265,87.1091,126.871
266,68.754,42.602
267,70.9246,38.014
268,21.9478,55.368
269,58.9414,40.011
270,19.5374,81.057
271,15.4046,23.141
272,28.2321,121.515
273,37.0373,68.485
274,44.5838,70.888
275,80.4298,125.78
276,83.5358,97.881
277,44.5296,128.542
278,100.9546,121.734
279,45.2259,7.591
280,77.8055,122.104
281,39.5266,125.837
282,56.096,36.964
283,62.1094,69.322
284,69.5733,78.633
285,96.9823,77.873
286,86.6271,120.996
287,120.1039,81.649
288,75.5578,135.089
289,105.0389,97.54
290,121.1538,92.299
291,9.1263,61.72
292,72.2881,11.86
293,89.4205,93.149
294,99.1406,81.527
295,43.9754,56.615
296,49.6644,19.741
297,31.8229,81.431
298,88.3571,42.635
299,127.9404,56.196
300,128.9781,35.152
301,68.6952,135.989
302,136.3218,62.165
303,70.3523,24.35
304,105.4407,41.91
305,43.7274,7.324
306,84.2153,114.318
307,35.8614,68.196
308,44.59,113.903
309,27.5772,66.5
310,104.6259,102.896
311,66.9839,97.221
312,19.2996,76.967
313,58.1771,53.043
314,111.4917,93.833
315,46.7192,61.658
316,46.0864,26.615
317,98.1562,26.731
318,18.1252,79.196
319,113.1975,85.767
320,91.8319,77.443
321,114.3408,86.656
322,68.4376,90.838
323,102.226,28.379
324,62.0174,23.188
325,30.7099,18.87
326,85.5598,53.735
327,6.7506,46.408
328,71.2913,68.805
329,83.1973,93.148
330,44.5012,101.151
331,76.3283,5.264
332,110.0866,48.173
333,22.9612,59.841
334,71.4343,33.706
335,42.7778,37.992
336,17.9019,76.024
337,58.4155,129.889
338,49.3267,113.055
339,53.9029,53.625
340,128.4367,74.621
341,77.2725,79.312
342,53.5064,69.237
343,74.4901,56.252
344,62.7863,111.289
345,94.7774,106.547
346,53.6299,10.856
347,20.9582,36.658
348,116.1559,118.081
349,41.4662,43.632
350,59.5852,28.661
351,24.6076,48.328
352,49.0069,31.26
353,43.7792,27.556
354,87.0178,48.422
355,54.3602,68.006
356,7.102,76.348
357,99.3597,53.96
358,97.4807,40.64
359,62.5196,115.867
360,69.0539,77.976
361,18.5088,98.345
362,58.331,129.891
363,123.0305,107.449
364,74.0724,50.501
365,92.3256,8.73
366,107.856,61.394
367,74.6931,14.804
368,128.4854,72.406
369,91.4194,93.675
370,22.2677,39.857
371,136.8182,62.391
372,95.196,70.002
373,37.441,45.689
374,75.8096,46.329
375,22.2861,111.093
376,56.6382,125.917
377,134.9727,74.811
378,71.3838,85.416
379,113.8907,70.965
380,11.5296,36.799
381,8.3657,40.652
382,105.6543,76.319
383,47.5836,50.937
384,7.9542,62.061
385,15.0342,48.368
386,82.1867,106.489
387,123.0315,33.189
388,121.592,74.979
389,43.7202,102.081
390,117.049,81.089
391,62.0663,83.503
392,97.5081,112.317
393,77.0194,13.03
394,23.5071,119.228
395,48.4324,130.78
396,43.1344,105.724
397,104.2455,31.626
398,97.8266,110.225
399,61.9002,57.754
400,125.4187,105.276
401,81.2277,38.406
402,97.5134,85.569
403,107.8257,21.277
404,60.0864,44.221
405,109.191,111.572
406,87.68,65.067
407,73.0724,33.107
408,108.485,122.803
409,83.7838,85.443
410,63.4081,58.499
411,46.258,48.383
412,59.0746,1.353
413,35.8008,89.228
414,129.0706,93.793
415,9.2044,64.163
416,30.3765,103.755
417,68.3028,88.105
418,99.0345,61.475
419,32.8771,75.791
420,72.1446,82.926
421,80.1457,57.465
422,49.4855,24.539
423,42.3584,4.679
424,38.8763,70.127
425,110.9978,122.973
426,124.5371,93.682
427,75.6476,64.516
428,83.7706,60.488
429,77.2409,128.748
430,69.2698,52.196
431,45.6526,30.383
432,35.7113,78.451
433,31.9853,67.664
434,32.8851,92.755
435,51.8286,45.002
436,99.7969,82.604
437,91.8567,53.923
438,114.6365,68.349
439,68.9631,99.107
440,52.9328,109.648
441,3.4834,44.388
442,97.0058,114.387
443,115.295,90.055
444,105.6661,108.094
445,103.3096,93.61
446,118.8754,66.143
447,81.2463,98.797
448,112.5167,102.577
449,45.8002,94.868
450,83.2667,122.918
451,39.0067,56.231
452,115.2563,17.721
453,60.6347,134.679
454,115.1927,77.978
455,32.9264,21.169
456,62.0488,58.393
457,10.9313,59.549
458,37.3217,47.371
459,43.296,28.781
460,77.1319,83.188
461,120.1504,104.727
462,35.5484,108.87
463,54.4797,2.374
464,32.514,30.339
465,28.4553,53.241
466,59.2506,81.189
467,116.864,89.962
468,57.0398,79.784
469,2.452,66.93
470,47.1994,58.149
471,32.7,9.752
472,39.4676,7.086
473,102.2121,39.331
474,116.5813,42.868
475,43.6038,30.183
476,35.1223,110.703
477,67.1133,97.696
478,120.9248,99.921
479,127.4031,42.362
480,73.4285,73.304
481,100.7423,112.989
482,104.3586,80.779
483,112.3481,71.114
484,23.5117,72.859
485,90.9161,47.122
486,93.8776,83.794
487,65.0791,92.893
488,30.9116,94.33
489,12.1175,106.58
490,13.2723,38.825
491,66.0828,97.166
492,93.8557,80.155
493,12.4544,69.624
494,126.3102,60.007
495,48.2318,62.21
496,31.924,111.183
497,90.4276,107.758
498,74.1016,15.59
499,119.3847,102.228
500,79.9832,124.469
501,72.9308,96.935
502,61.7827,63.838
503,55.2716,14.523
504,58.3371,9.662
505,88.903,48.045
506,31.5165,110.761
507,115.7814,30.381
508,103.3595,94.963
509,103.0366,64.985
510,31.3206,64.621
511,49.4758,32.306
512,32.9956,48.48
513,90.6824,89.072
514,43.4497,62.759
515,109.2104,69.691
516,74.2103,83.472
517,61.4934,6.949
518,87.2638,111.118
519,73.0495,78.978
520,94.3371,86.695
521,110.7209,75.965
522,36.0557,120.631
523,125.3957,49.204
524,100.5761,40.374
525,50.9385,46.411
526,43.9997,12.862
527,103.1618,84.59
528,54.0774,121.462
529,16.2258,57.382
530,52.988,100.741
531,83.4782,49.465
532,77.3498,24.862
533,78.1444,39.798
534,43.3076,89.749
535,44.8128,106.905
536,57.9856,54.917
537,87.221,26.843
538,87.369,103.224
539,46.6183,19.07
540,17.5381,44.427
541,22.2977,46.38
542,35.5741,43.522
543,29.0058,112.549
544,27.0832,49.764
545,71.474,108.903
546,74.2019,14.421
547,45.7778,31.054
548,65.3418,86.068
549,71.2679,116.693
550,81.4422,78.799
551,40.1184,58.669
552,59.8667,48.34
553,91.3904,18.387
554,40.5367,62.129
555,105.2058,109.653
556,43.0225,72.826
557,31.2215,33.592
558,66.6001,11.295
559,53.5526,28.199
560,13.8568,95.616
561,103.9738,36.953
562,89.8908,83.155
563,38.7596,84.204
564,77.5013,102.212
565,18.0372,94.786
566,126.8421,82.16
567,104.3461,64.819
568,118.6228,34.673
569,88.8802,114.572
570,85.0375,53.447
571,15.7864,49.194
572,53.0849,15.147
573,59.7891,12.562
574,64.7881,53.649
575,113.7584,45.254
576,50.9791,122.904
577,79.6157,43.256
578,62.4372,27.106
579,62.4932,125.342
580,54.7923,99.352
581,95.395,101.198
582,72.4613,90.267
583,63.8876,45.742
584,65.0793,51.056
585,48.2557,92.972
586,116.3074,43.893
587,93.1015,10.325
588,52.9759,51.522
589,19.6775,68.596
590,53.5609,123.09
591,93.9639,110.712
592,57.1199,32.755
593,16.5836,34.671
594,36.9535,41.089
595,86.8873,76.879
596,100.2843,108.086
597,36.5399,109.253
598,64.5533,107.139
599,34.921,60.085
600,83.4792,36.262
601,34.3238,80.097
602,112.2568,60.92
603,26.2464,45.494
604,105.3901,112.394
605,102.1547,37.812
606,90.6945,79.044
607,10.3343,59.966
608,21.6277,42.64
609,39.3922,50.722
610,19.673,64.505
611,96.7958,112.403
612,48.3974,74.477
613,73.3537,64.328
614,106.6307,25.117
615,31.6156,56.269
616,84.5263,48.027
617,67.7021,53.819
618,67.2994,48.97
619,80.7328,57.671
620,109.6671,113.254
621,80.9041,73.975
622,121.0444,84.932
623,50.2688,35.003
624,55.3969,51.45
625,109.1695,73.046
626,68.2674,79.226
627,112.2143,63.556
628,20.5423,62.755
629,39.6555,29.094
630,82.1125,31.552
631,85.5643,44.053
632,100.8178,70.152
633,114.6933,26.477
634,75.7698,99.286
635,15.9955,75.925
636,60.7317,127.676
637,82.8509,7.975
638,23.4321,106.723
639,50.835,42.598
640,39.4675,59.579
641,100.4226,75.563
642,46.8328,43.921
643,65.4545,101.037
644,28.2316,101.492
645,96.2785,67.79
646,69.9359,27.207
647,81.3452,69.026
648,61.9948,36.469
649,96.0357,67.132
650,37.3318,29.051
651,28.0784,111.568
652,45.7275,101.057
653,106.4031,56.094
654,53.9717,107.435
655,91.2833,29.343
656,82.254,106.204
657,121.6573,55.1
658,28.6388,62.977
659,35.3693,34.004
660,65.5824,57.768
661,23.0178,105.91
662,60.5863,119.564
663,35.4273,69.475
664,95.4353,112.373
665,12.7261,57.975
666,79.0093,93.659
667,84.1968,36.399
668,15.0481,97.367
669,38.7665,88.338
670,23.8913,33.724
671,74.6696,75.39
672,28.8513,51.68
673,66.0192,93.644
674,28.5619,35.66
675,68.267,27.397
676,58.0897,91.07
677,37.362,66.931
678,29.2966,50.34
679,44.625,66.983
680,36.541,58.246
681,39.2858,24.557
682,21.7226,73.079
683,94.5471,70.792
684,72.6306,68.594
685,20.8101,60.371
686,82.4443,50.46
687,98.22,49.244
688,94.3149,30.445
689,21.9286,43.783
690,53.5672,18.785
691,26.004,98.144
692,47.3107,99.914
693,95.9132,53.989
694,85.3366,87.177
695,76.8972,52.687
696,32.7497,97.848
697,51.5339,64.348
698,82.2843,13.64
699,49.9652,28.921
700,29.3524,67.226
701,25.7157,86.012
702,62.2569,62.486
703,125.531,56.049
704,84.7141,53.741
705,82.3859,101.247
706,26.2094,66.716
707,105.2447,51.652
708,96.4902,95.858
709,69.6329,24.154
710,47.0216,87.501
711,67.4226,62.594
712,20.5974,87.045
713,53.8041,7.974
714,55.1179,85.334
715,41.5269,11.194
716,55.5689,15.56
717,76.9157,76.179
718,124.3887,47.589
719,77.9489,35.657
720,16.7316,37.027
721,57.1847,119.796
722,50.7836,30.762
723,102.8383,117.289
724,46.725,55.914
725,109.0646,100.601
726,103.7939,43.239
727,39.5966,102.203
728,41.0273,81.9
729,83.07,52.846
730,94.5298,15.026
731,109.8003,33.398
732,71.5897,7.739
733,84.8928,121.872
734,54.8519,17.2
735,82.864,108.919
736,111.2626,34.18
737,69.8603,89.234
738,19.5136,84.325
739,20.7825,62.815
740,111.2633,28.836
741,65.028,36.913
742,106.0501,34.156
743,23.4102,88.504
744,79.8015,41.232
745,62.1311,28.111
746,44.4041,61.041
747,62.6891,76.274
748,127.7172,55.004
749,31.0453,66.078
750,86.1329,47.572
751,26.1771,75.727
752,73.4082,129.724
753,77.123,65.423
754,88.5136,94.733
755,56.1941,85.19
756,104.5609,35.389
757,38.0849,37.9
758,70.9063,80.205
759,94.8018,35.411
760,104.3362,83.468
761,30.8794,97.651
762,54.4711,122.165
763,24.5293,55.912
764,25.2747,37.57
765,82.4773,86.876
766,79.4109,117.173
767,63.6391,13.005
768,49.9339,95.679
769,63.3314,35.05
770,88.2893,26.945
771,100.1172,71.328
772,39.6382,74.363
773,21.5811,109.085
774,21.5208,64.52
775,46.6883,39.444
776,43.2488,25.367
777,118.6851,41.303
778,26.5616,109.132
779,113.1411,59.523
780,64.5893,26.803
781,51.3132,101.253
782,85.3891,24.262
783,80.9951,44.158
784,111.8986,52.103
785,87.5647,81.971
786,46.03,61.337
787,46.3716,69.611
788,111.8209,99.515
789,64.3944,44.591
790,113.0267,63.79
791,119.212,73.301
792,90.5727,106.519
793,100.9321,32.242
794,62.0926,106.618
795,49.005,110.984
796,115.955,66.301
797,32.0216,110.458
798,11.0269,60.769
799,57.6884,92.425
800,31.1227,107.225
801,98.726,18.572
802,57.269,67.68
803,96.1024,105.38
804,52.7566,47.775
805,99.4746,33.622
806,86.7368,52.979
807,84.9473,22.045
808,21.0303,31.579
809,42.5005,117.914
810,124.5758,51.201
811,93.856,79.963
812,60.9973,113.263
813,42.7274,117.373
814,64.0273,9.435
815,72.048,27.038
816,24.8025,31.778
817,36.0819,37.824
818,31.4783,77.384
819,42.4045,67.963
820,11.4054,74.166
821,118.1622,61.684
822,34.5355,87.744
823,30.9789,75.084
824,32.0248,61.411
825,84.0493,46.586
826,62.1456,67.576
827,88.861,9.37
828,67.9366,102.669
829,106.6172,29.503
830,82.013,10.747
831,106.1846,61.853
832,46.355,32.235
833,125.3467,57.38
834,65.713,44.34
835,29.7914,27.963
836,74.6044,14.885
837,120.9569,79.097
838,78.0825,28.11
839,85.7306,127.258
840,65.081,44.164
841,36.4026,105.122
842,42.0058,91.45
843,71.3217,80.519
844,13.1137,77.67
845,106.0434,37.157
846,95.1942,110.523
847,98.9058,62.333
848,90.5686,98.536
849,125.2345,88.499
850,19.9486,91.999
851,80.335,12.825
852,18.27,100.068
853,61.7583,114.703
854,26.2909,107.118
855,7.0101,63.745
856,8.9161,78.359
857,107.3042,52.158
858,78.2548,101.025
859,89.4408,93.177
860,70.2801,72.322
861,105.4671,33.371
862,72.7129,5.362
863,43.9198,55.36
864,120.9638,74.656
865,91.5317,20.891
866,12.7754,57.4
867,72.9022,112.785
868,73.2706,111.57
869,38.0943,58.846
870,93.4174,48.176
871,31.4545,23.198
872,89.5773,71.585
873,102.4567,37.036
874,39.1978,42.641
875,25.3557,52.759
876,70.017,16.268
877,53.2338,11.633
878,95.3118,39.923
879,92.5801,25.907
880,81.4229,103.527
881,65.0556,93.461
882,84.8433,22.197
883,115.0451,84.236
884,73.7366,54.456
885,123.6753,55.999
886,83.0439,125.632
887,18.2515,57.567
888,57.4434,110.753
889,94.2412,26.417
890,124.0954,46.094
891,38.422,18.984
892,116.8993,49.246
893,87.2639,123.019
894,67.3705,80.263
895,80.8128,14.85
896,123.8417,48.789
897,63.7844,80.551
898,87.9032,29.151
899,55.484,121.012
900,64.2845,74.475
901,31.2444,67.009
902,63.7387,92.207
903,36.1089,47.74
904,84.8532,19.793
905,37.164,35.294
906,22.4594,85.541
907,91.9603,38.374
908,121.5781,94.312
909,64.0631,97.947
910,117.8612,51.005
911,40.3778,115.361
912,108.0706,27.097
913,97.5169,52.613
914,25.2443,67.289
915,84.976,109.259
916,61.1109,109.248
917,61.2953,88.168
918,96.6236,19.908
919,76.0609,51.348
920,40.1882,55.187
921,65.6618,119.922
922,101.0958,82.883
923,78.512,6.94
924,44.3558,72.031
925,50.3495,61.988
926,30.0004,67.084
927,21.7695,96.204
928,53.3875,126.227
929,22.985,97.993
930,62.2515,10.865
931,68.1818,65.476
932,19.7521,56.625
933,74.9853,28.418
934,117.4985,31.308
935,25.7612,111.025
936,66.7752,101.16
937,71.9015,81.886
938,94.1746,49.318
939,61.9068,124.029
940,46.445,27.159
941,61.1495,31.862
942,47.5241,24.11
943,46.5742,11.574
944,61.5621,8.871
945,71.2191,27.446
946,60.1537,55.76
947,77.3744,7.875
948,83.8055,73.139
949,90.2551,53.496
950,48.9709,75.485
951,55.1219,78.15
952,52.7946,78.578
953,55.1215,36.371
954,111.9127,111.237
955,92.5001,47.481
956,54.252,84.533
957,68.1102,35.31
958,74.6033,85.634
959,62.8063,83.801
960,56.577,46.457
961,30.3243,74.085
962,58.4797,45.725
963,28.7316,36.633
964,45.0845,58.597
965,65.678,89.43
966,72.7588,10.772
967,64.2601,68.177
968,50.1198,10.349
969,96.086,31.674
970,75.7389,101.681
971,90.4695,21.719
972,66.5911,111.174
973,57.4746,109.258
974,70.7988,45.851
975,43.9665,87.334
976,54.2944,82.868
977,99.5378,25.059
978,73.4103,68.908
979,60.4216,74.34
980,45.9705,81.997
981,67.6342,61.97
982,129.2944,60.709
983,67.0865,95.653
984,54.6862,86.868
985,103.4859,85.203
986,35.1291,81.031
987,42.5747,85.122
988,105.707,81.617
989,24.2178,69.486
990,111.4494,44.434
991,53.6994,67.612
992,105.5792,31.569
993,57.136,7.446
994,38.5374,97.919
995,94.3031,87.287
996,78.2281,69.433
997,9.853,63.442
998,72.1986,45.847
999,19.2369,64.742
1000,116.6051,85.315
1001,54.0513,102.423
1002,118.0397,60.83
1003,102.9799,60.805
1004,116.4084,93.609
1005,98.6122,104.955
1006,100.7208,93.497
1007,55.8343,114.486
1008,42.0095,25.185
1009,103.5722,79.376
1010,41.4909,36.577
1011,55.1268,77.173
1012,86.508,23.096
1013,81.6675,77.042
1014,47.743,67.837
1015,27.7992,54.515
1016,28.632,58.984
1017,23.1365,49.117
1018,107.2262,105.586
1019,79.1251,88.203
1020,31.6651,98.443
1021,120.2871,73.965
1022,43.243,47.513
1023,66.4487,81.532
1024,35.6196,66.735
1025,16.6592,60.256
1026,80.7078,88.519
1027,90.5646,71.742
1028,82.579,110.771
1029,71.2053,113.735
1030,121.7724,59.466
1031,101.0601,73.576
1032,114.8953,60.873
1033,78.2443,55.398
1034,62.32,76.106
1035,26.315,88.049
1036,118.8236,83.339
1037,54.2092,75.415
1038,95.7884,95.911
1039,72.4826,96.715
1040,60.49,25.135
1041,86.9949,87.263
1042,28.2352,98.053
1043,52.1523,83.231
1044,107.401,76.082
1045,116.8115,73.139
1046,60.0528,58.044
1047,94.2156,114.385
1048,92.2083,62.779
1049,82.5822,38.994
1050,25.3139,74.4
1051,83.7942,20.893
1052,85.1898,45.106
1053,45.0049,105.87
1054,52.1628,67.974
1055,57.0059,14.814
1056,103.2668,92.197
1057,94.2586,48.423
1058,94.1973,116.182
1059,102.9104,74.994
1060,45.0659,94.694
1061,67.1471,16.895
1062,84.4375,17.364
1063,85.1155,76.011
1064,23.2995,36.007
1065,62.7505,16.379
1066,94.7064,86.516
1067,105.1158,76.304
1068,64.5557,38.528
1069,80.3078,20.191
1070,34.0704,65.182
1071,102.9232,42.816
1072,48.8538,52.182
1073,100.2688,36.629
1074,49.4677,58.386
1075,47.8928,66.049
1076,96.2759,116.154
1077,70.4211,22.942
1078,119.8857,76.742
1079,92.9521,68.427
1080,92.0556,109.009
1081,79.3045,117.198
1082,20.6436,68.142
1083,20.172,90.191
1084,69.0296,105.231
1085,88.5569,23.463
1086,92.155,26.66
1087,31.3424,103.216
1088,58.0912,93.243
1089,47.1359,104.672
1090,89.0922,118.51
1091,87.3963,106.163
1092,77.6153,57.725
1093,98.9087,50.386
1094,46.7282,91.915
1095,67.7608,65.22
1096,63.6972,44.082
1097,80.808,86.153
1098,62.6823,76.958
1099,99.1044,86.798
1100,30.4947,80.536
1101,35.3146,24.972
1102,39.7444,103.683
1103,49.5867,91.953
1104,60.1017,15.865
1105,85.8241,78.568
1106,38.8294,24.329
1107,92.265,27.154
1108,30.6737,67.115
1109,50.6036,45.804
1110,60.5569,83.476
1111,67.5841,88.178
1112,41.2839,67.576
1113,74.7117,79.247
1114,21.5674,48.383
1115,109.4075,53.163
1116,114.0058,58.351
1117,103.3292,99.746
1118,54.8642,94.518
1119,53.7221,103.644
1120,98.986,107.213
1121,58.0106,25.187
1122,33.6462,69.424
1123,27.2764,48.891
1124,55.7412,86.3
1125,44.735,45.278
1126,87.7474,22.828
1127,67.7147,41.372
1128,47.9665,95.201
1129,65.4049,115.116
1130,40.3179,41.606
1131,57.7909,23.266
1132,56.2106,113.786
1133,55.3541,100.747
1134,62.3806,117.729
1135,33.8999,77.473
1136,44.4095,63.536
1137,50.5949,85.706
1138,65.524,67.512
1139,17.5364,82.699
1140,25.656,86.3
1141,84.9359,37.83
1142,89.1672,114.061
1143,118.7133,85.427
1144,104.1734,64.986
1145,103.125,35.726
1146,116.8129,76.179
1147,67.4998,27.344
1148,52.0187,56.253
1149,42.0267,32.177
1150,43.1007,105.237
1151,43.355,77.361
1152,63.6624,28.289
1153,95.415,23.9
1154,61.2352,18.836
1155,118.4647,54.64
1156,122.4989,58.856
1157,88.087,34.1
1158,80.0616,104.524
1159,60.1288,25.185
1160,94.3995,74.847
1161,105.7813,109.168
1162,33.7723,31.419
1163,74.1509,30.296
1164,69.9005,60.869
1165,96.7727,53.521
1166,72.6719,42.694
1167,41.6285,65.857
1168,123.8884,74.788
1169,62.2788,76.211
1170,83.4313,41.895
1171,53.7435,40.255
1172,72.1767,40.594
1173,110.3931,51.287
1174,51.5673,56.063
1175,67.8376,73.878
1176,51.0515,40.544
1177,91.2131,108.693
1178,92.7475,71.988
1179,62.2151,47.983
1180,84.7711,91.849
1181,114.1739,53.016
1182,64.1471,23.361
1183,57.003,107.61
1184,19.3261,93.532
1185,119.7595,87.407
1186,100.3921,94.245
1187,45.2249,31.018
1188,83.9188,95.9
1189,41.1734,93.493
1190,52.5804,104.807
1191,77.2285,54.299
1192,86.4471,113.029
1193,42.9408,47.596
1194,66.3607,14.237
1195,111.3926,46.222
1196,32.9158,49.524
1197,41.4176,25.134
1198,75.5136,85.842
1199,66.2098,73.961
1200,30.4933,52.857
1201,26.2911,68.203
1202,119.5124,65.893
1203,46.0986,118.915
1204,78.7059,118.629
1205,27.04,83.28
1206,34.0336,62.821
1207,81.2437,33.029
1208,56.3149,104.492
1209,66.7219,36.631
1210,114.8206,62.328
1211,82.9211,75.472
1212,27.3852,56.619
1213,96.6906,54.693
1214,96.6764,99.806
1215,42.8221,101.192
1216,119.3532,50.858
1217,24.3698,87.714
1218,104.0079,69.828
1219,64.6601,41.433
1220,50.1879,66.281
1221,45.2946,112.475
1222,33.6607,83.031
1223,87.4848,75.87
1224,74.0693,87.069
1225,104.147,78.324
1226,74.2675,110.309
1227,53.3221,30.51
1228,75.9647,122.99
1229,71.9445,46.032
1230,74.2049,56.252
1231,121.1125,66.243
1232,19.9872,80.915
1233,60.2173,106.146
1234,69.3935,25.151
1235,67.3665,16.585
1236,109.4069,100.782
1237,97.3261,67.939
1238,74.862,31.945
1239,32.3285,32.278
1240,18.5561,72.448
1241,47.8952,110.284
1242,28.0649,41.533
1243,68.0758,72.413
1244,39.3,110.725
1245,76.1423,79.208
1246,69.6115,117.165
1247,58.3298,47.172
1248,85.0803,43.697
1249,46.7731,78.763
1250,96.9332,20.84
1251,53.0603,115.503
1252,24.3038,48.414
1253,58.0121,59.697
1254,68.8646,35.498
1255,90.0139,73.989
1256,24.5943,42.476
1257,56.2251,109.999
1258,13.2023,63.144
1259,21.6402,85.067
1260,26.2958,101.812
